Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.38557815551758,35.250704510369104,26.767999775913133,28.908796765471156,855215656
2007-10-08,30.727670669555664,33.480122790770764,30.534515292099577,33.480122790770764,126671715
2007-10-09,32.8201789855957,33.109909879074095,29.08585756305142,30.743766243977518,116725709
2007-10-10,33.12599182128906,33.802033183580555,32.836261056413925,33.673262256712725,67931378
2007-10-11,36.828125,38.630900838195814,32.83626702237896,38.630900838195814,106320954
2007-10-12,36.58668899536133,37.954866688520234,35.733590836431546,36.05551499952776,99410791
2007-10-15,37.069576263427734,37.568561349828464,36.7476520914438,37.343212682889295,41814972
2007-10-16,40.852176666259766,41.49602924077963,36.86031864903732,37.117856185745175,138614496
2007-10-17,44.03923034667969,45.069384896307255,34.15615607250487,36.69935789450386,204876259
2007-10-18,42.493988037109375,48.11156507806141,40.6751178265235,44.747456636582996,146617799
2007-10-19,42.349124908447266,44.07141964355362,40.240519523202614,41.52821586849711,110266491
2007-10-22,41.7857666015625,43.089557680577606,40.40149011755646,41.49603573582313,72253405
2007-10-23,44.76355743408203,45.16596255887084,42.81591401027917,42.81591401027917,74594921
2007-10-24,44.071434020996094,46.19613455714893,43.572448904585436,45.71324390375501,63055170
2007-10-25,43.9748420715332,45.0050009475827,38.84015088263432,42.574471350344865,34522489
2007-10-26,45.294742584228516,46.019071988891504,43.540254057494366,44.74746973193268,62370025
2007-10-29,46.212215423583984,47.32285530350202,45.80981030279846,46.03515891698836,43657697
2007-10-30,47.24238967895508,48.513987655315326,45.45570774043734,46.83998442699745,79921711
2007-10-31,48.224246978759766,49.28659924856109,47.32286114351216,47.48382321169034,44655368
2007-11-01,47.14579772949219,49.78557725311005,46.759491406331854,49.41536538935732,50632492
2007-11-02,47.998905181884766,48.28864043902508,45.06939424998914,45.439610552695946,32001693
2007-11-05,48.98075866699219,50.059205156946895,47.67696358521128,47.96669873652342,38833135
2007-11-06,49.624610900878906,52.76337079112563,48.94856943585847,49.8338606869537,81880281
2007-11-07,48.900291442871094,51.25033603130588,47.80575018752306,50.542105509081054,33593141
2007-11-08,48.06327438354492,49.36706947005041,47.000926712799355,47.64477484449354,27990521
2007-11-12,49.22222137451172,50.09141844285019,45.34303222596566,46.614634535872625,35153735
2007-11-13,50.39723587036133,51.41129604615054,48.46569101500069,50.05921726722347,43830531
2007-11-14,49.73729705810547,51.990766234240375,49.47975510386447,51.28253131804759,36738579
2007-11-15,50.57429885864258,51.459590287268675,49.62462085229335,50.67087435885146,29242252
2007-11-16,50.220176696777344,51.36300559619937,49.640710650825355,50.34894547375265,18895294
2007-11-19,52.0390510559082,53.922308206052065,50.9767031078146,51.36300946785967,40716718
2007-11-20,51.2342414855957,53.27846074278146,50.606487636899615,51.82980204552199,26342171
2007-11-21,47.24238967895508,51.84590401479979,46.099556143569544,51.54007864313785,26814499
2007-11-22,45.61666488647461,48.64275554561221,43.63683213516187,46.74339946957343,34096185
2007-11-23,48.642738342285156,48.93246911648148,45.90637952757164,48.6105450637357,27664090
2007-11-26,49.02906036376953,50.445525778408005,48.64275399598222,50.445525778408005,20159123
2007-11-27,47.82183837890625,49.866057371448875,47.32285774988709,49.866057371448875,20573198
2007-11-28,47.11360168457031,49.09343839450024,46.79167758427277,48.868089777741936,16435311
2007-11-29,45.84201431274414,48.546176483920384,45.246453721345695,48.28863889290399,25530967
2007-11-30,47.61259841918945,47.9023293077398,46.035170811414325,46.67901917102671,18437721
2007-12-03,48.288639068603516,48.88419966216892,47.82184727101483,48.19205919683893,16851227
2007-12-04,47.66088104248047,49.0129641986734,47.30676360953702,48.61055901723213,14008727
2007-12-05,49.56023025512695,49.73729114631763,47.644784302908285,47.74135979528469,27725290
2007-12-06,48.642738342285156,51.39518724671179,48.01498469288113,50.638664849484336,24104710
2007-12-07,48.433494567871094,49.640710023717816,47.56430205948667,48.94857403564077,11742386
2007-12-10,48.481781005859375,49.07733706795141,47.854027295728784,48.90028056836321,8330010
2007-12-11,48.256439208984375,49.19001831069985,48.01499611200405,48.916381927513726,11685950
2007-12-12,48.224246978759766,48.65884543611596,47.32286114351216,47.64478527986853,16342131
2007-12-13,47.41943359375,48.9324786840443,47.242377076670465,48.28863045266379,14620172
2007-12-14,46.95264434814453,47.693072472987815,46.71120124868215,47.258474020680424,10991851
2007-12-17,44.119720458984375,47.48382990463697,43.45977326660754,47.22628793942546,19355678
2007-12-18,43.92654800415039,45.39130071519001,42.55837076354489,43.620718403818195,21607783
2007-12-19,43.12173080444336,45.72931610947388,42.75151907320957,45.34300555821982,19526912
2007-12-20,42.68714904785156,44.039232134188076,42.49399369746414,43.68511471954037,17105204
2007-12-24,43.99094772338867,44.68308377890754,42.97688314856657,43.331000590061926,16711519
2007-12-26,45.3269157409668,45.87418835016043,44.232374888953714,44.232374888953714,20930094
2007-12-27,45.64884948730469,46.904352624787386,45.26253881436765,46.2605044141424,44565277
2007-12-28,46.002967834472656,46.19612317496375,45.06938441649492,45.55227058453504,18354518
2007-12-31,46.34098434448242,46.614620700809915,45.77761717349202,46.35708316919288,11982308
2008-01-01,47.194091796875,47.6286902892337,46.1478382694517,46.5824367618104,16687746
2008-01-02,46.93655014038086,47.54820512236521,46.24441412480974,47.19408770130831,13437280
2008-01-03,48.86809539794922,49.06125075361711,46.08345248339512,46.64681972370739,31815218
2008-01-04,48.61055374145508,50.22017429252559,48.28862963124098,49.57632607209739,28011310
2008-01-07,48.208160400390625,49.31879623258058,47.69308082473127,48.30473591053713,15858063
2008-01-08,46.566322326660156,48.932464777819334,46.00295528430673,48.25642345372042,13282666
2008-01-09,45.825931549072266,46.82389770526614,45.71325717611243,46.61464779341361,13113527
2008-01-10,44.73137283325195,47.32286495972949,44.42554313250042,46.035168310461415,18023003
2008-01-11,45.40742111206055,45.842019668251844,43.62073912913556,45.34303452359645,11629440
2008-01-14,46.09955596923828,46.582442269761344,44.76357141106643,45.487900861851024,10264240
2008-01-15,44.69917678833008,47.03312682125555,44.32896489776186,46.83997582887257,11558334
2008-01-16,43.78169631958008,44.74746883987775,42.671060541063376,44.377256913705516,14834065
2008-01-17,44.95671844482422,45.95468415360822,43.00907477505412,43.942653909190525,16169395
2008-01-18,42.86420822143555,44.63479085737784,42.493991995365576,44.58649874693374,13254156
2008-01-21,35.57261657714844,42.49398371429406,30.98519664027169,42.49398371429406,33202389
2008-01-22,31.999269485473633,33.80204566162188,25.41591864182429,32.063653881081514,58755707
2008-01-23,35.57261657714844,36.94079380193304,32.514338074688744,32.514338074688744,28425991
2008-01-24,35.653106689453125,38.18021202286468,33.96300498044468,37.488076005783945,29911930
2008-01-25,37.48807144165039,37.66512794782081,35.97502644458045,37.3432038519655,12550722
2008-01-28,37.890480041503906,38.180210881108884,33.96300396480187,36.97299541077532,13601109
2008-01-29,37.26272964477539,38.53433180257836,36.699362373967254,37.98705899295728,7679877
2008-01-30,35.20241928100586,37.50417633343792,34.73562746560564,37.343214240731115,9016102
2008-01-31,32.900665283203125,35.66921459179111,32.51435663584371,35.57263688415414,41538563
2008-02-01,34.04348373413086,34.284926819247026,33.15819242203822,33.46401989321452,9089201
2008-02-04,35.797969818115234,36.2164716034812,34.68733206005035,34.68733206005035,12009385
2008-02-05,36.908607482910156,37.39149365329963,35.08973711438489,35.862354113732984,14593303
2008-02-06,36.58668899536133,37.0212874888164,34.542471869613145,35.89455291797965,12429218
2008-02-07,34.86439514160156,37.327116236255065,34.63904866983149,36.087707366737824,11300078
2008-02-08,33.963008880615234,35.379474364217735,33.33525499863039,35.08974348267705,13514197
